serialNumber,category,brand,model,schoolCode,status,specifications,condition
TAB-599867760,Tablet,Samsung,Tab M10,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",New
TAB-599868869,Tablet,Lenovo,iPad 9th Gen,,Available,"3000 Lumens, HDMI, VGA",Good
TAB-599869472,Tablet,Lenovo,iPad 9th Gen,,Maintenance,"13.3 inch Display, 128GB Storage",Good
OTH-599870530,Others,Canon,DCP-L2550DW,,Available,"13.3 inch Display, 128GB Storage",Good
TAB-599871721,Tablet,Lenovo,MatePad,,Available,"Network Ready, Duplex Printing",New
PRO-599872751,Projector,ViewSonic,MH550,,Available,"10.1 inch Display, 64GB Storage",Good
LAP-599873526,Laptop,HP,ProBook 450,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
OTH-599874916,Others,HP,LaserJet Pro,,Available,"Network Ready, Duplex Printing",Good
PRO-599875011,Projector,BenQ,HD146X,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
LAP-599876358,Laptop,HP,Aspire 5,,Available,"Network Ready, Duplex Printing",Good
TAB-599877909,Tablet,Huawei,iPad 9th Gen,,Maintenance,"13.3 inch Display, 128GB Storage",New
TAB-599878443,Tablet,Samsung,MatePad,,Maintenance,"4000 Lumens, Wireless",Fair
PRO-599879273,Projector,Optoma,PA503W,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
DES-599880487,Desktop,HP,EliteDesk 800,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",New
LAP-599881443,Laptop,ASUS,ThinkPad E14,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Fair
OTH-599882453,Others,Canon,Webcam C920,,Available,"3000 Lumens, HDMI, VGA",Good
PRO-599883865,Projector,ViewSonic,EB-X05,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
PRO-599884284,Projector,BenQ,MH550,,Available,"13.3 inch Display, 128GB Storage",Fair
LAP-599885517,Laptop,Lenovo,VivoBook 15,,Available,"13.3 inch Display, 128GB Storage",Fair
OTH-599886952,Others,HP,LaserJet Pro,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
DES-599887028,Desktop,Dell,Veriton M,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
LAP-599888984,Laptop,Dell,ThinkPad E14,,Available,"3000 Lumens, HDMI, VGA",New
TAB-599889942,Tablet,Samsung,MatePad,,Available,"3000 Lumens, HDMI, VGA",Fair
LAP-599890745,Laptop,Dell,Aspire 5,,Available,"Network Ready, Duplex Printing",Fair
OTH-599891163,Others,Brother,Printer MF445dw,,Maintenance,"13.3 inch Display, 128GB Storage",Good
PRO-599892790,Projector,Optoma,PA503W,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
OTH-599893754,Others,Canon,Printer MF445dw,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Fair
OTH-599894608,Others,Logitech,Webcam C920,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
DES-599895196,Desktop,Acer,ThinkCentre M720,,Available,"Network Ready, Duplex Printing",Good
OTH-599896397,Others,Canon,Printer MF445dw,,Maintenance,"4000 Lumens, Wireless",Fair
LAP-599897256,Laptop,Dell,Aspire 5,,Maintenance,"Network Ready, Duplex Printing",Good
PRO-599898821,Projector,ViewSonic,PA503W,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
DES-599899697,Desktop,Acer,OptiPlex 3080,,Maintenance,"Network Ready, Duplex Printing",New
LAP-599900228,Laptop,Acer,ThinkPad E14,,Available,"10.1 inch Display, 64GB Storage",Fair
PRO-599901444,Projector,ViewSonic,PA503W,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
LAP-599902735,Laptop,Acer,ThinkPad E14,,Available,"3000 Lumens, HDMI, VGA",New
LAP-599903177,Laptop,Lenovo,ThinkPad E14,,Available,"Network Ready, Duplex Printing",Good
OTH-599904523,Others,Brother,LaserJet Pro,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
DES-599905865,Desktop,Acer,Veriton M,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
TAB-599906817,Tablet,Huawei,MatePad,,Available,"Network Ready, Duplex Printing",Good
PRO-599907117,Projector,ViewSonic,EB-X05,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
OTH-599908156,Others,Logitech,DCP-L2550DW,,Available,"4000 Lumens, Wireless",Good
TAB-599909608,Tablet,Apple,Tab M10,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
LAP-599910658,Laptop,Lenovo,Latitude 3520,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
PRO-599911188,Projector,Epson,PA503W,,Maintenance,"Network Ready, Duplex Printing",Good
PRO-599912100,Projector,BenQ,MH550,,Maintenance,"10.1 inch Display, 64GB Storage",Fair
OTH-599913331,Others,Canon,DCP-L2550DW,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Good
DES-599914234,Desktop,Dell,Veriton M,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
DES-599915945,Desktop,Dell,EliteDesk 800,,Available,"3000 Lumens, HDMI, VGA",Good
TAB-599916333,Tablet,Lenovo,iPad 9th Gen,,Maintenance,"10.1 inch Display, 64GB Storage",Fair
TAB-599917828,Tablet,Huawei,Galaxy Tab A8,,Maintenance,"13.3 inch Display, 128GB Storage",New
PRO-599918647,Projector,BenQ,MH550,,Available,"3000 Lumens, HDMI, VGA",New
DES-599919406,Desktop,Acer,EliteDesk 800,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
DES-599920414,Desktop,HP,Veriton M,,Available,"Network Ready, Duplex Printing",Fair
DES-599921144,Desktop,HP,EliteDesk 800,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
LAP-599922552,Laptop,ASUS,ProBook 450,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
LAP-599923959,Laptop,HP,Aspire 5,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
DES-599924288,Desktop,Lenovo,ThinkCentre M720,,Maintenance,"Network Ready, Duplex Printing",Fair
PRO-599925739,Projector,BenQ,HD146X,,Available,"10.1 inch Display, 64GB Storage",Good
TAB-599926411,Tablet,Huawei,Galaxy Tab A8,,Available,"3000 Lumens, HDMI, VGA",Good
TAB-599927896,Tablet,Huawei,iPad 9th Gen,,Maintenance,"4000 Lumens, Wireless",New
LAP-599928100,Laptop,Dell,Aspire 5,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",New
TAB-599929965,Tablet,Huawei,MatePad,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
LAP-599930521,Laptop,HP,Aspire 5,,Maintenance,"4000 Lumens, Wireless",Good
PRO-599931807,Projector,Optoma,EB-X05,,Maintenance,"4000 Lumens, Wireless",Fair
LAP-599932474,Laptop,Dell,Aspire 5,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
OTH-599933842,Others,HP,DCP-L2550DW,,Maintenance,"Network Ready, Duplex Printing",Good
TAB-599934492,Tablet,Lenovo,MatePad,,Maintenance,"10.1 inch Display, 64GB Storage",Good
LAP-599935024,Laptop,ASUS,Aspire 5,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
TAB-600936392,Tablet,Samsung,Galaxy Tab A8,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
DES-600937281,Desktop,HP,OptiPlex 3080,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
DES-600938070,Desktop,Acer,EliteDesk 800,,Maintenance,"Network Ready, Duplex Printing",Fair
LAP-600939335,Laptop,Dell,Latitude 3520,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
OTH-600940216,Others,Logitech,Webcam C920,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
TAB-600941172,Tablet,Apple,MatePad,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
DES-600942246,Desktop,Lenovo,OptiPlex 3080,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
PRO-600943862,Projector,BenQ,HD146X,,Available,"4000 Lumens, Wireless",New
OTH-600944260,Others,Brother,DCP-L2550DW,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Fair
OTH-600945457,Others,HP,LaserJet Pro,,Maintenance,"3000 Lumens, HDMI, VGA",New
LAP-600946835,Laptop,Dell,ProBook 450,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
TAB-600947003,Tablet,Lenovo,iPad 9th Gen,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
LAP-600948611,Laptop,Lenovo,ProBook 450,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
DES-600949506,Desktop,Lenovo,Veriton M,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
DES-600950020,Desktop,HP,OptiPlex 3080,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
DES-600951525,Desktop,Acer,ThinkCentre M720,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
TAB-600952989,Tablet,Huawei,iPad 9th Gen,,Maintenance,"4000 Lumens, Wireless",Good
OTH-600953758,Others,Logitech,LaserJet Pro,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
OTH-600954890,Others,Logitech,Printer MF445dw,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
DES-600955502,Desktop,Dell,ThinkCentre M720,,Available,"3000 Lumens, HDMI, VGA",Good
PRO-600956659,Projector,BenQ,MH550,,Available,"13.3 inch Display, 128GB Storage",Fair
OTH-600957859,Others,Canon,Webcam C920,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
DES-600958799,Desktop,Acer,ThinkCentre M720,,Available,"3000 Lumens, HDMI, VGA",New
TAB-600959443,Tablet,Huawei,iPad 9th Gen,,Maintenance,"13.3 inch Display, 128GB Storage",Good
TAB-600960096,Tablet,Huawei,Galaxy Tab A8,,Maintenance,"Network Ready, Duplex Printing",New
DES-600961099,Desktop,Lenovo,Veriton M,,Maintenance,"Network Ready, Duplex Printing",Fair
LAP-600962802,Laptop,ASUS,ThinkPad E14,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
TAB-600963393,Tablet,Huawei,MatePad,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
LAP-600964418,Laptop,Lenovo,VivoBook 15,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
LAP-600965973,Laptop,ASUS,Aspire 5,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
LAP-600966691,Laptop,Dell,ThinkPad E14,,Maintenance,"Network Ready, Duplex Printing",Fair
TAB-600967098,Tablet,Huawei,Tab M10,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
DES-600968025,Desktop,Lenovo,OptiPlex 3080,,Available,"4000 Lumens, Wireless",New
OTH-600969008,Others,HP,DCP-L2550DW,,Available,"Network Ready, Duplex Printing",New
DES-600970368,Desktop,Acer,Veriton M,,Available,"Network Ready, Duplex Printing",Fair
TAB-600971318,Tablet,Samsung,iPad 9th Gen,,Maintenance,"10.1 inch Display, 64GB Storage",Fair
LAP-600972868,Laptop,Dell,Latitude 3520,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Good
TAB-600973125,Tablet,Samsung,MatePad,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
OTH-600974846,Others,Canon,Printer MF445dw,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
TAB-600975492,Tablet,Apple,iPad 9th Gen,,Available,"3000 Lumens, HDMI, VGA",Good
TAB-600976398,Tablet,Lenovo,iPad 9th Gen,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
PRO-600977341,Projector,Epson,PA503W,,Available,"4000 Lumens, Wireless",Fair
DES-600978394,Desktop,Lenovo,EliteDesk 800,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
TAB-600979130,Tablet,Samsung,MatePad,,Available,"4000 Lumens, Wireless",New
OTH-600980782,Others,Brother,DCP-L2550DW,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
LAP-600981493,Laptop,ASUS,VivoBook 15,,Available,"4000 Lumens, Wireless",Fair
DES-600982576,Desktop,HP,EliteDesk 800,,Maintenance,"13.3 inch Display, 128GB Storage",New
PRO-600983010,Projector,Epson,EB-X05,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
DES-600984057,Desktop,HP,ThinkCentre M720,,Available,"13.3 inch Display, 128GB Storage",Fair
LAP-600985258,Laptop,ASUS,ProBook 450,,Maintenance,"4000 Lumens, Wireless",New
DES-600986966,Desktop,Lenovo,OptiPlex 3080,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
LAP-600987667,Laptop,Lenovo,ProBook 450,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
OTH-600988041,Others,HP,Webcam C920,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
DES-600989702,Desktop,Lenovo,OptiPlex 3080,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
LAP-600990254,Laptop,ASUS,ProBook 450,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Good
DES-600991481,Desktop,HP,EliteDesk 800,,Available,"4000 Lumens, Wireless",Fair
TAB-600992457,Tablet,Samsung,MatePad,,Available,"4000 Lumens, Wireless",New
PRO-601993713,Projector,BenQ,EB-X05,,Maintenance,"13.3 inch Display, 128GB Storage",Good
PRO-601994003,Projector,Optoma,EB-X05,,Maintenance,"4000 Lumens, Wireless",New
LAP-601995337,Laptop,ASUS,VivoBook 15,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
PRO-601996137,Projector,ViewSonic,HD146X,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
PRO-601997152,Projector,Epson,MH550,,Available,"Network Ready, Duplex Printing",New
PRO-601998977,Projector,ViewSonic,EB-X05,,Maintenance,"13.3 inch Display, 128GB Storage",New
OTH-601999346,Others,HP,Webcam C920,,Maintenance,"Network Ready, Duplex Printing",Good
TAB-011000001,Tablet,Samsung,iPad 9th Gen,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
PRO-011001283,Projector,BenQ,EB-X05,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
OTH-011002245,Others,Canon,Printer MF445dw,,Available,"13.3 inch Display, 128GB Storage",Fair
TAB-011003713,Tablet,Lenovo,Galaxy Tab A8,,Available,"Network Ready, Duplex Printing",Fair
LAP-011004980,Laptop,ASUS,ProBook 450,,Maintenance,"10.1 inch Display, 64GB Storage",New
PRO-011005015,Projector,ViewSonic,EB-X05,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
DES-011006776,Desktop,Lenovo,ThinkCentre M720,,Available,"4000 Lumens, Wireless",Fair
LAP-011007819,Laptop,ASUS,Aspire 5,,Maintenance,"3000 Lumens, HDMI, VGA",New
OTH-011008664,Others,Canon,Webcam C920,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
DES-011009505,Desktop,Acer,OptiPlex 3080,,Available,"13.3 inch Display, 128GB Storage",New
LAP-011010644,Laptop,Acer,ThinkPad E14,,Maintenance,"10.1 inch Display, 64GB Storage",Fair
PRO-011011975,Projector,BenQ,HD146X,,Available,"13.3 inch Display, 128GB Storage",New
OTH-011012229,Others,HP,LaserJet Pro,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
PRO-011013259,Projector,Optoma,PA503W,,Maintenance,"3000 Lumens, HDMI, VGA",Good
OTH-011014216,Others,Brother,Printer MF445dw,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
DES-011015498,Desktop,Lenovo,Veriton M,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
OTH-011016067,Others,Logitech,Webcam C920,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
OTH-011017832,Others,Brother,Webcam C920,,Maintenance,"3000 Lumens, HDMI, VGA",Fair
TAB-011018141,Tablet,Huawei,iPad 9th Gen,,Maintenance,"10.1 inch Display, 64GB Storage",Fair
OTH-011019808,Others,HP,LaserJet Pro,,Maintenance,"10.1 inch Display, 64GB Storage",Good
DES-011020213,Desktop,Acer,OptiPlex 3080,,Available,"13.3 inch Display, 128GB Storage",Good
TAB-011021886,Tablet,Apple,Galaxy Tab A8,,Maintenance,"4000 Lumens, Wireless",Fair
PRO-011022267,Projector,Epson,PA503W,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
LAP-011023460,Laptop,ASUS,Aspire 5,,Maintenance,"Network Ready, Duplex Printing",Good
LAP-011024856,Laptop,HP,Aspire 5,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",New
TAB-011025317,Tablet,Apple,iPad 9th Gen,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
PRO-011026486,Projector,Optoma,HD146X,,Available,"4000 Lumens, Wireless",Fair
PRO-011027673,Projector,ViewSonic,HD146X,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
LAP-011028695,Laptop,Lenovo,Aspire 5,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
TAB-011029616,Tablet,Lenovo,iPad 9th Gen,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Fair
TAB-011030936,Tablet,Samsung,iPad 9th Gen,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Fair
OTH-011031303,Others,HP,Printer MF445dw,,Maintenance,"10.1 inch Display, 64GB Storage",New
LAP-011032203,Laptop,Acer,Latitude 3520,,Maintenance,"Network Ready, Duplex Printing",Fair
OTH-011033241,Others,HP,Printer MF445dw,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
DES-011034925,Desktop,HP,OptiPlex 3080,,Maintenance,"13.3 inch Display, 128GB Storage",Good
OTH-011035437,Others,Brother,DCP-L2550DW,,Maintenance,"4000 Lumens, Wireless",Good
TAB-011036484,Tablet,Lenovo,iPad 9th Gen,,Available,"Network Ready, Duplex Printing",Fair
DES-011037400,Desktop,Acer,EliteDesk 800,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",New
DES-011038728,Desktop,Lenovo,Veriton M,,Available,"4000 Lumens, Wireless",New
PRO-011039627,Projector,BenQ,EB-X05,,Available,"4000 Lumens, Wireless",Good
OTH-011040170,Others,Brother,LaserJet Pro,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
OTH-011041573,Others,Canon,DCP-L2550DW,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
LAP-011042909,Laptop,ASUS,VivoBook 15,,Available,"13.3 inch Display, 128GB Storage",Fair
DES-011043578,Desktop,Acer,Veriton M,,Available,"4000 Lumens, Wireless",Fair
LAP-011044533,Laptop,HP,ProBook 450,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",New
LAP-011045395,Laptop,Acer,ThinkPad E14,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
OTH-011046135,Others,Brother,DCP-L2550DW,,Available,"3000 Lumens, HDMI, VGA",New
PRO-011047061,Projector,Epson,EB-X05,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
LAP-011048609,Laptop,ASUS,ThinkPad E14,,Available,"3000 Lumens, HDMI, VGA",Fair
PRO-011049135,Projector,BenQ,HD146X,,Maintenance,"3000 Lumens, HDMI, VGA",Good
PRO-011050005,Projector,Optoma,HD146X,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
LAP-011051528,Laptop,ASUS,VivoBook 15,,Maintenance,"4000 Lumens, Wireless",Good
PRO-011052474,Projector,Epson,EB-X05,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
OTH-011053608,Others,HP,Webcam C920,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
PRO-011054949,Projector,Epson,PA503W,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
OTH-011055735,Others,Canon,DCP-L2550DW,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Fair
LAP-011056709,Laptop,HP,VivoBook 15,,Maintenance,"3000 Lumens, HDMI, VGA",New
LAP-011057730,Laptop,ASUS,ThinkPad E14,,Maintenance,"Network Ready, Duplex Printing",Good
DES-011058544,Desktop,Lenovo,ThinkCentre M720,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
OTH-011059710,Others,HP,LaserJet Pro,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
PRO-011060725,Projector,Optoma,EB-X05,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
DES-011061390,Desktop,Dell,OptiPlex 3080,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
TAB-011062578,Tablet,Lenovo,iPad 9th Gen,,Available,"4000 Lumens, Wireless",Good
TAB-011063336,Tablet,Samsung,Galaxy Tab A8,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
OTH-011064723,Others,Brother,LaserJet Pro,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
LAP-011065630,Laptop,Dell,VivoBook 15,,Maintenance,"3000 Lumens, HDMI, VGA",New
OTH-011066455,Others,Brother,Printer MF445dw,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Good
TAB-011067605,Tablet,Samsung,Tab M10,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
DES-011068169,Desktop,HP,ThinkCentre M720,,Maintenance,"4000 Lumens, Wireless",New
TAB-011069744,Tablet,Apple,Tab M10,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
DES-011070271,Desktop,Lenovo,Veriton M,,Available,"4000 Lumens, Wireless",Good
LAP-011071745,Laptop,Acer,ThinkPad E14,,Available,"13.3 inch Display, 128GB Storage",Good
PRO-011072425,Projector,Optoma,MH550,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
TAB-011073903,Tablet,Huawei,iPad 9th Gen,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
PRO-011074385,Projector,BenQ,HD146X,,Maintenance,"10.1 inch Display, 64GB Storage",Good
OTH-011075670,Others,Logitech,LaserJet Pro,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
TAB-011076859,Tablet,Huawei,Galaxy Tab A8,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
LAP-011077969,Laptop,Acer,ProBook 450,,Available,"13.3 inch Display, 128GB Storage",Good
PRO-011078026,Projector,ViewSonic,EB-X05,,Available,"3000 Lumens, HDMI, VGA",Good
PRO-011079086,Projector,Epson,HD146X,,Available,"3000 Lumens, HDMI, VGA",Fair
PRO-011080327,Projector,BenQ,MH550,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
LAP-011081336,Laptop,Lenovo,ThinkPad E14,,Maintenance,"3000 Lumens, HDMI, VGA",Good
TAB-011082275,Tablet,Lenovo,Galaxy Tab A8,,Available,"Network Ready, Duplex Printing",Fair
PRO-011083189,Projector,ViewSonic,EB-X05,,Available,"13.3 inch Display, 128GB Storage",Fair
LAP-011084911,Laptop,Lenovo,VivoBook 15,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
OTH-011085794,Others,Canon,LaserJet Pro,,Available,"13.3 inch Display, 128GB Storage",Good
OTH-011086693,Others,Canon,DCP-L2550DW,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
PRO-011087286,Projector,Optoma,HD146X,,Maintenance,"4000 Lumens, Wireless",New
OTH-011088443,Others,Canon,Webcam C920,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
OTH-011089332,Others,Brother,Webcam C920,,Maintenance,"10.1 inch Display, 64GB Storage",New
OTH-011090270,Others,Brother,Webcam C920,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
LAP-011091729,Laptop,Acer,Aspire 5,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
TAB-011092971,Tablet,Samsung,iPad 9th Gen,,Available,"3000 Lumens, HDMI, VGA",Fair
DES-011093067,Desktop,Dell,Veriton M,,Available,"3000 Lumens, HDMI, VGA",Fair
PRO-011094549,Projector,Optoma,PA503W,,Available,"Network Ready, Duplex Printing",Fair
DES-011095170,Desktop,Acer,ThinkCentre M720,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
DES-011096553,Desktop,HP,OptiPlex 3080,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
TAB-011097386,Tablet,Huawei,iPad 9th Gen,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
DES-011098500,Desktop,Acer,ThinkCentre M720,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
TAB-011099617,Tablet,Apple,MatePad,,Maintenance,"Network Ready, Duplex Printing",New
TAB-011100160,Tablet,Huawei,Galaxy Tab A8,,Available,"Network Ready, Duplex Printing",New
PRO-011101358,Projector,BenQ,HD146X,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
TAB-011102195,Tablet,Samsung,Tab M10,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
DES-011103778,Desktop,Lenovo,OptiPlex 3080,,Maintenance,"10.1 inch Display, 64GB Storage",Good
PRO-011104940,Projector,BenQ,HD146X,,Available,"10.1 inch Display, 64GB Storage",New
OTH-011105380,Others,Canon,LaserJet Pro,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",New
TAB-011106625,Tablet,Apple,iPad 9th Gen,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",New
OTH-011107513,Others,Brother,DCP-L2550DW,,Maintenance,"Network Ready, Duplex Printing",New
LAP-011108730,Laptop,Acer,VivoBook 15,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
DES-011109860,Desktop,Dell,Veriton M,,Available,"3000 Lumens, HDMI, VGA",Good
TAB-011110676,Tablet,Lenovo,Galaxy Tab A8,,Maintenance,"4000 Lumens, Wireless",Fair
PRO-011111607,Projector,BenQ,EB-X05,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
LAP-011112970,Laptop,HP,Latitude 3520,,Available,"10.1 inch Display, 64GB Storage",New
LAP-011113376,Laptop,Dell,ThinkPad E14,,Maintenance,"3000 Lumens, HDMI, VGA",Fair
PRO-011114070,Projector,BenQ,PA503W,,Available,"10.1 inch Display, 64GB Storage",Fair
TAB-011115572,Tablet,Lenovo,Tab M10,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Fair
LAP-011116847,Laptop,ASUS,VivoBook 15,,Available,"10.1 inch Display, 64GB Storage",New
OTH-011117900,Others,Logitech,Webcam C920,,Maintenance,"Network Ready, Duplex Printing",Fair
