schoolCode,schoolName,category,province,district,sector,cell,village,email,phoneNumber,representativeEmail,status
SCH00894,Test School 894,TSS,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 10,school894@testschool.rw,+25078000894,,Active
SCH00895,Test School 895,VTC,Kigali City,Kicukiro,Sector 16,Cell 6,Village 11,school895@testschool.rw,+25078000895,,Inactive
SCH00896,Test School 896,Other,Eastern Province,Bugesera,Sector 17,Cell 7,Village 12,school896@testschool.rw,+25078000896,,Active
SCH00897,Test School 897,TSS,Western Province,Ngororero,Sector 18,Cell 8,Village 13,school897@testschool.rw,+25078000897,,Inactive
SCH00898,Test School 898,VTC,Northern Province,Musanze,Sector 19,Cell 9,Village 14,school898@testschool.rw,+25078000898,,Active
SCH00899,Test School 899,Other,Southern Province,Muhanga,Sector 20,Cell 10,Village 15,school899@testschool.rw,+25078000899,,Inactive
SCH00900,Test School 900,TSS,Kigali City,Gasabo,Sector 1,Cell 1,Village 1,school900@testschool.rw,+25078000900,,Active
SCH00901,Test School 901,VTC,Eastern Province,Nyagatare,Sector 2,Cell 2,Village 2,school901@testschool.rw,+25078000901,,Inactive
SCH00902,Test School 902,Other,Western Province,Rutsiro,Sector 3,Cell 3,Village 3,school902@testschool.rw,+25078000902,,Active
SCH00903,Test School 903,TSS,Northern Province,Musanze,Sector 4,Cell 4,Village 4,school903@testschool.rw,+25078000903,,Inactive
SCH00904,Test School 904,VTC,Southern Province,Gisagara,Sector 5,Cell 5,Village 5,school904@testschool.rw,+25078000904,,Active
SCH00905,Test School 905,Other,Kigali City,Nyarugenge,Sector 6,Cell 6,Village 6,school905@testschool.rw,+25078000905,,Inactive
SCH00906,Test School 906,TSS,Eastern Province,Kirehe,Sector 7,Cell 7,Village 7,school906@testschool.rw,+25078000906,,Active
SCH00907,Test School 907,VTC,Western Province,Rubavu,Sector 8,Cell 8,Village 8,school907@testschool.rw,+25078000907,,Inactive
SCH00908,Test School 908,Other,Northern Province,Musanze,Sector 9,Cell 9,Village 9,school908@testschool.rw,+25078000908,,Active
SCH00909,Test School 909,TSS,Southern Province,Nyanza,Sector 10,Cell 10,Village 10,school909@testschool.rw,+25078000909,,Inactive
SCH00910,Test School 910,VTC,Kigali City,Kicukiro,Sector 11,Cell 1,Village 11,school910@testschool.rw,+25078000910,,Active
SCH00911,Test School 911,Other,Eastern Province,Gatsibo,Sector 12,Cell 2,Village 12,school911@testschool.rw,+25078000911,,Inactive
SCH00912,Test School 912,TSS,Western Province,Nyabihu,Sector 13,Cell 3,Village 13,school912@testschool.rw,+25078000912,,Active
SCH00913,Test School 913,VTC,Northern Province,Musanze,Sector 14,Cell 4,Village 14,school913@testschool.rw,+25078000913,,Inactive
SCH00914,Test School 914,Other,Southern Province,Kamonyi,Sector 15,Cell 5,Village 15,school914@testschool.rw,+25078000914,,Active
SCH00915,Test School 915,TSS,Kigali City,Gasabo,Sector 16,Cell 6,Village 1,school915@testschool.rw,+25078000915,,Inactive
SCH00916,Test School 916,VTC,Eastern Province,Rwamagana,Sector 17,Cell 7,Village 2,school916@testschool.rw,+25078000916,,Active
SCH00917,Test School 917,Other,Western Province,Karongi,Sector 18,Cell 8,Village 3,school917@testschool.rw,+25078000917,,Inactive
SCH00918,Test School 918,TSS,Northern Province,Musanze,Sector 19,Cell 9,Village 4,school918@testschool.rw,+25078000918,,Active
SCH00919,Test School 919,VTC,Southern Province,Ruhango,Sector 20,Cell 10,Village 5,school919@testschool.rw,+25078000919,,Inactive
SCH00920,Test School 920,Other,Kigali City,Nyarugenge,Sector 1,Cell 1,Village 6,school920@testschool.rw,+25078000920,,Active
SCH00921,Test School 921,TSS,Eastern Province,Ngoma,Sector 2,Cell 2,Village 7,school921@testschool.rw,+25078000921,,Inactive
SCH00922,Test School 922,VTC,Western Province,Rusizi,Sector 3,Cell 3,Village 8,school922@testschool.rw,+25078000922,,Active
SCH00923,Test School 923,Other,Northern Province,Musanze,Sector 4,Cell 4,Village 9,school923@testschool.rw,+25078000923,,Inactive
SCH00924,Test School 924,TSS,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 10,school924@testschool.rw,+25078000924,,Active
SCH00925,Test School 925,VTC,Kigali City,Kicukiro,Sector 6,Cell 6,Village 11,school925@testschool.rw,+25078000925,,Inactive
SCH00926,Test School 926,Other,Eastern Province,Kayonza,Sector 7,Cell 7,Village 12,school926@testschool.rw,+25078000926,,Active
SCH00927,Test School 927,TSS,Western Province,Nyamasheke,Sector 8,Cell 8,Village 13,school927@testschool.rw,+25078000927,,Inactive
SCH00928,Test School 928,VTC,Northern Province,Musanze,Sector 9,Cell 9,Village 14,school928@testschool.rw,+25078000928,,Active
SCH00929,Test School 929,Other,Southern Province,Huye,Sector 10,Cell 10,Village 15,school929@testschool.rw,+25078000929,,Inactive
SCH00930,Test School 930,TSS,Kigali City,Gasabo,Sector 11,Cell 1,Village 1,school930@testschool.rw,+25078000930,,Active
SCH00931,Test School 931,VTC,Eastern Province,Bugesera,Sector 12,Cell 2,Village 2,school931@testschool.rw,+25078000931,,Inactive
SCH00932,Test School 932,Other,Western Province,Ngororero,Sector 13,Cell 3,Village 3,school932@testschool.rw,+25078000932,,Active
SCH00933,Test School 933,TSS,Northern Province,Musanze,Sector 14,Cell 4,Village 4,school933@testschool.rw,+25078000933,,Inactive
SCH00934,Test School 934,VTC,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 5,school934@testschool.rw,+25078000934,,Active
SCH00935,Test School 935,Other,Kigali City,Nyarugenge,Sector 16,Cell 6,Village 6,school935@testschool.rw,+25078000935,,Inactive
SCH00936,Test School 936,TSS,Eastern Province,Nyagatare,Sector 17,Cell 7,Village 7,school936@testschool.rw,+25078000936,,Active
SCH00937,Test School 937,VTC,Western Province,Rutsiro,Sector 18,Cell 8,Village 8,school937@testschool.rw,+25078000937,,Inactive
SCH00938,Test School 938,Other,Northern Province,Musanze,Sector 19,Cell 9,Village 9,school938@testschool.rw,+25078000938,,Active
SCH00939,Test School 939,TSS,Southern Province,Muhanga,Sector 20,Cell 10,Village 10,school939@testschool.rw,+25078000939,,Inactive
SCH00940,Test School 940,VTC,Kigali City,Kicukiro,Sector 1,Cell 1,Village 11,school940@testschool.rw,+25078000940,,Active
SCH00941,Test School 941,Other,Eastern Province,Kirehe,Sector 2,Cell 2,Village 12,school941@testschool.rw,+25078000941,,Inactive
SCH00942,Test School 942,TSS,Western Province,Rubavu,Sector 3,Cell 3,Village 13,school942@testschool.rw,+25078000942,,Active
SCH00943,Test School 943,VTC,Northern Province,Musanze,Sector 4,Cell 4,Village 14,school943@testschool.rw,+25078000943,,Inactive
SCH00944,Test School 944,Other,Southern Province,Gisagara,Sector 5,Cell 5,Village 15,school944@testschool.rw,+25078000944,,Active
SCH00945,Test School 945,TSS,Kigali City,Gasabo,Sector 6,Cell 6,Village 1,school945@testschool.rw,+25078000945,,Inactive
SCH00946,Test School 946,VTC,Eastern Province,Gatsibo,Sector 7,Cell 7,Village 2,school946@testschool.rw,+25078000946,,Active
SCH00947,Test School 947,Other,Western Province,Nyabihu,Sector 8,Cell 8,Village 3,school947@testschool.rw,+25078000947,,Inactive
SCH00948,Test School 948,TSS,Northern Province,Musanze,Sector 9,Cell 9,Village 4,school948@testschool.rw,+25078000948,,Active
SCH00949,Test School 949,VTC,Southern Province,Nyanza,Sector 10,Cell 10,Village 5,school949@testschool.rw,+25078000949,,Inactive
SCH00950,Test School 950,Other,Kigali City,Nyarugenge,Sector 11,Cell 1,Village 6,school950@testschool.rw,+25078000950,,Active
SCH00951,Test School 951,TSS,Eastern Province,Rwamagana,Sector 12,Cell 2,Village 7,school951@testschool.rw,+25078000951,,Inactive
SCH00952,Test School 952,VTC,Western Province,Karongi,Sector 13,Cell 3,Village 8,school952@testschool.rw,+25078000952,,Active
SCH00953,Test School 953,Other,Northern Province,Musanze,Sector 14,Cell 4,Village 9,school953@testschool.rw,+25078000953,,Inactive
SCH00954,Test School 954,TSS,Southern Province,Kamonyi,Sector 15,Cell 5,Village 10,school954@testschool.rw,+25078000954,,Active
SCH00955,Test School 955,VTC,Kigali City,Kicukiro,Sector 16,Cell 6,Village 11,school955@testschool.rw,+25078000955,,Inactive
SCH00956,Test School 956,Other,Eastern Province,Ngoma,Sector 17,Cell 7,Village 12,school956@testschool.rw,+25078000956,,Active
SCH00957,Test School 957,TSS,Western Province,Rusizi,Sector 18,Cell 8,Village 13,school957@testschool.rw,+25078000957,,Inactive
SCH00958,Test School 958,VTC,Northern Province,Musanze,Sector 19,Cell 9,Village 14,school958@testschool.rw,+25078000958,,Active
SCH00959,Test School 959,Other,Southern Province,Ruhango,Sector 20,Cell 10,Village 15,school959@testschool.rw,+25078000959,,Inactive
SCH00960,Test School 960,TSS,Kigali City,Gasabo,Sector 1,Cell 1,Village 1,school960@testschool.rw,+25078000960,,Active
SCH00961,Test School 961,VTC,Eastern Province,Kayonza,Sector 2,Cell 2,Village 2,school961@testschool.rw,+25078000961,,Inactive
SCH00962,Test School 962,Other,Western Province,Nyamasheke,Sector 3,Cell 3,Village 3,school962@testschool.rw,+25078000962,,Active
SCH00963,Test School 963,TSS,Northern Province,Musanze,Sector 4,Cell 4,Village 4,school963@testschool.rw,+25078000963,,Inactive
SCH00964,Test School 964,VTC,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 5,school964@testschool.rw,+25078000964,,Active
SCH00965,Test School 965,Other,Kigali City,Nyarugenge,Sector 6,Cell 6,Village 6,school965@testschool.rw,+25078000965,,Inactive
SCH00966,Test School 966,TSS,Eastern Province,Bugesera,Sector 7,Cell 7,Village 7,school966@testschool.rw,+25078000966,,Active
SCH00967,Test School 967,VTC,Western Province,Ngororero,Sector 8,Cell 8,Village 8,school967@testschool.rw,+25078000967,,Inactive
SCH00968,Test School 968,Other,Northern Province,Musanze,Sector 9,Cell 9,Village 9,school968@testschool.rw,+25078000968,,Active
SCH00969,Test School 969,TSS,Southern Province,Huye,Sector 10,Cell 10,Village 10,school969@testschool.rw,+25078000969,,Inactive
SCH00970,Test School 970,VTC,Kigali City,Kicukiro,Sector 11,Cell 1,Village 11,school970@testschool.rw,+25078000970,,Active
SCH00971,Test School 971,Other,Eastern Province,Nyagatare,Sector 12,Cell 2,Village 12,school971@testschool.rw,+25078000971,,Inactive
SCH00972,Test School 972,TSS,Western Province,Rutsiro,Sector 13,Cell 3,Village 13,school972@testschool.rw,+25078000972,,Active
SCH00973,Test School 973,VTC,Northern Province,Musanze,Sector 14,Cell 4,Village 14,school973@testschool.rw,+25078000973,,Inactive
SCH00974,Test School 974,Other,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 15,school974@testschool.rw,+25078000974,,Active
SCH00975,Test School 975,TSS,Kigali City,Gasabo,Sector 16,Cell 6,Village 1,school975@testschool.rw,+25078000975,,Inactive
SCH00976,Test School 976,VTC,Eastern Province,Kirehe,Sector 17,Cell 7,Village 2,school976@testschool.rw,+25078000976,,Active
SCH00977,Test School 977,Other,Western Province,Rubavu,Sector 18,Cell 8,Village 3,school977@testschool.rw,+25078000977,,Inactive
SCH00978,Test School 978,TSS,Northern Province,Musanze,Sector 19,Cell 9,Village 4,school978@testschool.rw,+25078000978,,Active
SCH00979,Test School 979,VTC,Southern Province,Muhanga,Sector 20,Cell 10,Village 5,school979@testschool.rw,+25078000979,,Inactive
SCH00980,Test School 980,Other,Kigali City,Nyarugenge,Sector 1,Cell 1,Village 6,school980@testschool.rw,+25078000980,,Active
SCH00981,Test School 981,TSS,Eastern Province,Gatsibo,Sector 2,Cell 2,Village 7,school981@testschool.rw,+25078000981,,Inactive
SCH00982,Test School 982,VTC,Western Province,Nyabihu,Sector 3,Cell 3,Village 8,school982@testschool.rw,+25078000982,,Active
SCH00983,Test School 983,Other,Northern Province,Musanze,Sector 4,Cell 4,Village 9,school983@testschool.rw,+25078000983,,Inactive
SCH00984,Test School 984,TSS,Southern Province,Gisagara,Sector 5,Cell 5,Village 10,school984@testschool.rw,+25078000984,,Active
SCH00985,Test School 985,VTC,Kigali City,Kicukiro,Sector 6,Cell 6,Village 11,school985@testschool.rw,+25078000985,,Inactive
SCH00986,Test School 986,Other,Eastern Province,Rwamagana,Sector 7,Cell 7,Village 12,school986@testschool.rw,+25078000986,,Active
SCH00987,Test School 987,TSS,Western Province,Karongi,Sector 8,Cell 8,Village 13,school987@testschool.rw,+25078000987,,Inactive
SCH00988,Test School 988,VTC,Northern Province,Musanze,Sector 9,Cell 9,Village 14,school988@testschool.rw,+25078000988,,Active
SCH00989,Test School 989,Other,Southern Province,Nyanza,Sector 10,Cell 10,Village 15,school989@testschool.rw,+25078000989,,Inactive
SCH00990,Test School 990,TSS,Kigali City,Gasabo,Sector 11,Cell 1,Village 1,school990@testschool.rw,+25078000990,,Active
SCH00991,Test School 991,VTC,Eastern Province,Ngoma,Sector 12,Cell 2,Village 2,school991@testschool.rw,+25078000991,,Inactive
SCH00992,Test School 992,Other,Western Province,Rusizi,Sector 13,Cell 3,Village 3,school992@testschool.rw,+25078000992,,Active
SCH00993,Test School 993,TSS,Northern Province,Musanze,Sector 14,Cell 4,Village 4,school993@testschool.rw,+25078000993,,Inactive
SCH00994,Test School 994,VTC,Southern Province,Kamonyi,Sector 15,Cell 5,Village 5,school994@testschool.rw,+25078000994,,Active
SCH00995,Test School 995,Other,Kigali City,Nyarugenge,Sector 16,Cell 6,Village 6,school995@testschool.rw,+25078000995,,Inactive
SCH00996,Test School 996,TSS,Eastern Province,Kayonza,Sector 17,Cell 7,Village 7,school996@testschool.rw,+25078000996,,Active
SCH00997,Test School 997,VTC,Western Province,Nyamasheke,Sector 18,Cell 8,Village 8,school997@testschool.rw,+25078000997,,Inactive
SCH00998,Test School 998,Other,Northern Province,Musanze,Sector 19,Cell 9,Village 9,school998@testschool.rw,+25078000998,,Active
SCH00999,Test School 999,TSS,Southern Province,Ruhango,Sector 20,Cell 10,Village 10,school999@testschool.rw,+25078000999,,Inactive
SCH01000,Test School 1000,VTC,Kigali City,Kicukiro,Sector 1,Cell 1,Village 11,school1000@testschool.rw,+25078001000,,Active
SCH01001,Test School 1001,Other,Eastern Province,Bugesera,Sector 2,Cell 2,Village 12,school1001@testschool.rw,+25078001001,,Inactive
SCH01002,Test School 1002,TSS,Western Province,Ngororero,Sector 3,Cell 3,Village 13,school1002@testschool.rw,+25078001002,,Active
SCH01003,Test School 1003,VTC,Northern Province,Musanze,Sector 4,Cell 4,Village 14,school1003@testschool.rw,+25078001003,,Inactive
SCH01004,Test School 1004,Other,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 15,school1004@testschool.rw,+25078001004,,Active
SCH01005,Test School 1005,TSS,Kigali City,Gasabo,Sector 6,Cell 6,Village 1,school1005@testschool.rw,+25078001005,,Inactive
SCH01006,Test School 1006,VTC,Eastern Province,Nyagatare,Sector 7,Cell 7,Village 2,school1006@testschool.rw,+25078001006,,Active
SCH01007,Test School 1007,Other,Western Province,Rutsiro,Sector 8,Cell 8,Village 3,school1007@testschool.rw,+25078001007,,Inactive
SCH01008,Test School 1008,TSS,Northern Province,Musanze,Sector 9,Cell 9,Village 4,school1008@testschool.rw,+25078001008,,Active
SCH01009,Test School 1009,VTC,Southern Province,Huye,Sector 10,Cell 10,Village 5,school1009@testschool.rw,+25078001009,,Inactive
SCH01010,Test School 1010,Other,Kigali City,Nyarugenge,Sector 11,Cell 1,Village 6,school1010@testschool.rw,+25078001010,,Active
SCH01011,Test School 1011,TSS,Eastern Province,Kirehe,Sector 12,Cell 2,Village 7,school1011@testschool.rw,+25078001011,,Inactive
SCH01012,Test School 1012,VTC,Western Province,Rubavu,Sector 13,Cell 3,Village 8,school1012@testschool.rw,+25078001012,,Active
SCH01013,Test School 1013,Other,Northern Province,Musanze,Sector 14,Cell 4,Village 9,school1013@testschool.rw,+25078001013,,Inactive
SCH01014,Test School 1014,TSS,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 10,school1014@testschool.rw,+25078001014,,Active
SCH01015,Test School 1015,VTC,Kigali City,Kicukiro,Sector 16,Cell 6,Village 11,school1015@testschool.rw,+25078001015,,Inactive
SCH01016,Test School 1016,Other,Eastern Province,Gatsibo,Sector 17,Cell 7,Village 12,school1016@testschool.rw,+25078001016,,Active
SCH01017,Test School 1017,TSS,Western Province,Nyabihu,Sector 18,Cell 8,Village 13,school1017@testschool.rw,+25078001017,,Inactive
SCH01018,Test School 1018,VTC,Northern Province,Musanze,Sector 19,Cell 9,Village 14,school1018@testschool.rw,+25078001018,,Active
SCH01019,Test School 1019,Other,Southern Province,Muhanga,Sector 20,Cell 10,Village 15,school1019@testschool.rw,+25078001019,,Inactive
SCH01020,Test School 1020,TSS,Kigali City,Gasabo,Sector 1,Cell 1,Village 1,school1020@testschool.rw,+25078001020,,Active
SCH01021,Test School 1021,VTC,Eastern Province,Rwamagana,Sector 2,Cell 2,Village 2,school1021@testschool.rw,+25078001021,,Inactive
SCH01022,Test School 1022,Other,Western Province,Karongi,Sector 3,Cell 3,Village 3,school1022@testschool.rw,+25078001022,,Active
SCH01023,Test School 1023,TSS,Northern Province,Musanze,Sector 4,Cell 4,Village 4,school1023@testschool.rw,+25078001023,,Inactive
SCH01024,Test School 1024,VTC,Southern Province,Gisagara,Sector 5,Cell 5,Village 5,school1024@testschool.rw,+25078001024,,Active
SCH01025,Test School 1025,Other,Kigali City,Nyarugenge,Sector 6,Cell 6,Village 6,school1025@testschool.rw,+25078001025,,Inactive
SCH01026,Test School 1026,TSS,Eastern Province,Ngoma,Sector 7,Cell 7,Village 7,school1026@testschool.rw,+25078001026,,Active
SCH01027,Test School 1027,VTC,Western Province,Rusizi,Sector 8,Cell 8,Village 8,school1027@testschool.rw,+25078001027,,Inactive
SCH01028,Test School 1028,Other,Northern Province,Musanze,Sector 9,Cell 9,Village 9,school1028@testschool.rw,+25078001028,,Active
SCH01029,Test School 1029,TSS,Southern Province,Nyanza,Sector 10,Cell 10,Village 10,school1029@testschool.rw,+25078001029,,Inactive
SCH01030,Test School 1030,VTC,Kigali City,Kicukiro,Sector 11,Cell 1,Village 11,school1030@testschool.rw,+25078001030,,Active
SCH01031,Test School 1031,Other,Eastern Province,Kayonza,Sector 12,Cell 2,Village 12,school1031@testschool.rw,+25078001031,,Inactive
SCH01032,Test School 1032,TSS,Western Province,Nyamasheke,Sector 13,Cell 3,Village 13,school1032@testschool.rw,+25078001032,,Active
SCH01033,Test School 1033,VTC,Northern Province,Musanze,Sector 14,Cell 4,Village 14,school1033@testschool.rw,+25078001033,,Inactive
SCH01034,Test School 1034,Other,Southern Province,Kamonyi,Sector 15,Cell 5,Village 15,school1034@testschool.rw,+25078001034,,Active
SCH01035,Test School 1035,TSS,Kigali City,Gasabo,Sector 16,Cell 6,Village 1,school1035@testschool.rw,+25078001035,,Inactive
